id,state,c_code,country,crop,year,harv_area_ha,yield,production_ha,statearea_ha,perimeter_km,lon,lat
"20221",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.3777566334,-22.5617519120
"20222",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4749358728,-22.5602845601
"20357",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0875351476,-22.6560806330
"20358",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1848004326,-22.6547835760
"20359",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2820584535,-22.6534275667
"20360",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.3793088876,-22.6520126233
"20361",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4765514129,-22.6505387651
"20497",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1862333111,-22.7450554180
"20498",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2835549854,-22.7436934148
"18261",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.0076160974,-21.3114790080
"17706",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.1013482303,-20.9495208032
"17845",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.1020110256,-21.0398605579
