uid,BASICA_AREA,Zone,total_volume_prod,geometry
23646.0,1.59,36.0,425,POINT (33.37386037351135 -20.81791396280352)
23650.0,0.51,36.0,140,POINT (33.37511990788267 -20.8181551756463)
23653.0,0.69,36.0,200,POINT (33.37295977552692 -20.81903635046969)
23657.0,0.4,36.0,5000,POINT (33.34457400354637 -20.73142174034495)
23660.0,0.9,36.0,250,POINT (33.33383633877816 -20.71410316169488)
23662.0,0.22,36.0,100,POINT (33.29401660762053 -20.75243351672921)
23668.0,0.2,36.0,400,POINT (33.19825382955492 -20.75316699751386)
23673.0,0.14000000000000001,36.0,150,POINT (33.28367491900175 -20.74948714183969)
23678.0,0.52,36.0,300,POINT (33.32383973396509 -20.73256438753882)
23681.0,1.98,36.0,750,POINT (33.3190598462628 -20.74789806431338)
23685.0,0.24,36.0,250,POINT (33.31556167320857 -20.72856786229914)
23690.0,0.84,36.0,1000,POINT (33.3129077748813 -20.74111443646158)
23692.0,0.36,36.0,180,POINT (33.31124238690236 -20.72993110446488)
23694.0,1.33,36.0,550,POINT (33.29425035231857 -20.73421688424926)
23699.0,0.33,36.0,100,POINT (33.29484288026452 -20.74755275750451)
23704.0,0.6,36.0,340,POINT (33.23425163284315 -20.7740216131618)
23708.0,0.8,36.0,300,POINT (33.25448583418934 -20.74578294873369)
23711.0,1.2,36.0,400,POINT (33.25272269252493 -20.7425958932602)
23715.0,0.96,36.0,300,POINT (33.22239756894593 -20.68305505860936)
23719.0,0.92,36.0,600,POINT (33.16713808089455 -20.66450341124045)
23724.0,0.62,36.0,350,POINT (33.21707764500853 -20.68268233092734)
23730.0,0.22,36.0,40,POINT (33.20506322555543 -20.69504012627429)
23734.0,0.8,36.0,600,POINT (33.23735309303959 -20.72979589546284)
23738.0,0.4,36.0,720,POINT (33.20961201266021 -20.75580103053426)
23741.0,0.2,36.0,960,POINT (33.25470075979235 -20.74793316244725)
23745.0,1.02,36.0,300,POINT (33.33451566473623 -16.73909708671035)
23749.0,0.20399999999999999,36.0,NA,POINT (33.33633421051889 -16.73824440525654)
23753.0,0.34,36.0,150,POINT (33.3346243782636 -16.7368821962611)
23758.0,1.5,36.0,200,POINT (33.3339231415404 -16.73824831879588)
23767.0,1.06,36.0,200,POINT (33.33378471584663 -16.7395683315213)
23772.0,1.95,36.0,300,POINT (33.33542702777263 -16.73986397815083)
23775.0,0.84,36.0,100,POINT (33.33781089576478 -16.74038439067948)
23778.0,0.22,36.0,NA,POINT (33.33536849185315 -16.7385804431671)
23780.0,0.18,36.0,300,POINT (33.33759112062508 -16.73811579886464)
23786.0,0.52,36.0,350,POINT (33.52420356829312 -16.85945102654472)
23788.0,0.24,36.0,NA,POINT (33.52425508889708 -16.86111413629278)
23790.0,0.82,36.0,60,POINT (28.83571977595561 -16.81834357173265)
23792.0,0.99,36.0,250,POINT (33.52581544960251 -16.84486641291308)
23794.0,1.08,36.0,120,POINT (33.52503451786956 -16.84419949819648)
23798.0,0.62,36.0,100,POINT (33.52638054440921 -16.84555195670684)
23802.0,0.86,36.0,NA,POINT (33.52508506530491 -16.84551007727378)
23803.0,0.3,36.0,20,POINT (33.52302654451292 -16.85472644553361)
23807.0,1.2,36.0,300,POINT (33.5241487616148 -16.85318689078321)
23811.0,2.6,36.0,250,POINT (33.52453978340365 -16.85541861371206)
23815.0,0.5,36.0,300,POINT (33.52496149132855 -16.85175659431725)
23818.0,0.24,36.0,100,POINT (33.52386814213221 -16.8569570206117)
23822.0,0.3,36.0,100,POINT (33.73497147216487 -17.10699551066956)
23827.0,0.15,36.0,150,POINT (33.73442755605932 -17.10731384294658)
23832.0,0.2,36.0,200,POINT (33.73514945482179 -17.10684120454143)
23833.0,0.3,36.0,200,POINT (33.73395681337669 -17.10711669500412)
23835.0,0.5,36.0,1000,POINT (33.73517212051593 -17.10782635517572)
23837.0,1.08,36.0,1260,POINT (33.54118682522543 -16.57385944961785)
23839.0,0.9,36.0,450,POINT (33.73430116861716 -17.11103830075186)
23843.0,0.3,36.0,200,POINT (33.73414141330932 -17.11104791883433)
23848.0,1.83,36.0,300,POINT (33.73910363723556 -17.11799879869391)
23853.0,0.22,36.0,270,POINT (33.73075337366982 -17.03030687786276)
23857.0,0.18,36.0,125,POINT (33.71789783093427 -17.02967475173848)
23858.0,0.96,36.0,500,POINT (33.69841135934423 -17.0448376700092)
23860.0,1.1399999999999999,36.0,600,POINT (33.69369279826292 -17.04695087199943)
23865.0,0.22,36.0,125,POINT (33.69236494427768 -17.04869992007435)
23868.0,2.87,36.0,6000,POINT (118.2846936118284 -89.33758899688806)
23873.0,0.66,36.0,300,POINT (33.69094462294871 -17.04830704170426)
23876.0,1.1399999999999999,36.0,400,POINT (33.69689071119963 -17.0604621877775)
23879.0,0.51,36.0,500,POINT (33.69522389986856 -17.06204971684602)
23882.0,0.66,36.0,500,POINT (33.69536535803985 -17.06218481643878)
23887.0,1.1599999999999999,36.0,50,POINT (33.78039055748189 -16.90769989699804)
23891.0,1.1200000000000001,36.0,100,POINT (33.76080749084205 -16.94589992222482)
23894.0,0.7,36.0,800,POINT (33.78558488633391 -16.9376259202276)
23898.0,0.44,36.0,50,POINT (33.7931249696011 -16.94416805340677)
23902.0,0.24,36.0,20,POINT (33.76311799598494 -16.8853212777633)
23906.0,0.36,36.0,3000,POINT (33.80404055412458 -16.87625239538635)
23909.0,1.36,36.0,400,POINT (33.78444023338871 -16.93787436838489)
23914.0,0.92,36.0,200,POINT (33.78724126471364 -16.94074700053374)
23917.0,0.3,36.0,125,POINT (33.77208788656009 -16.89325099353618)
23921.0,0.48,36.0,20,POINT (33.76097678916195 -16.89452188392709)
23925.0,3.04,36.0,100,POINT (33.78916033412476 -16.93478296925135)
23930.0,2.94,36.0,NA,POINT (33.7608544829702 -16.94590878609027)
23933.0,0.4,36.0,200,POINT (33.52033926241615 -17.19038654835772)
23936.0,0.22,36.0,750,POINT (33.46122371158379 -17.22737385352546)
23939.0,0.84,36.0,200,POINT (33.45545324995656 -17.22930328292414)
23943.0,0.2,36.0,100,POINT (33.46162407581109 -17.22572781901198)
23946.0,0.23,36.0,500,POINT (33.41497744980643 -17.23686617162417)
23949.0,0.42,36.0,500,POINT (33.5238091242495 -17.19032333188015)
23952.0,0.8,36.0,300,POINT (33.46021812009241 -17.22771060185018)
23954.0,2.68,36.0,250,POINT (33.46353534171157 -17.23026105567247)
23957.0,1.88,36.0,150,POINT (33.41541938547928 -17.23679294655286)
23959.0,0.32,36.0,20,POINT (33.41407677010015 -17.12358887072427)
23961.0,0.54,36.0,100,POINT (33.4116438748649 -17.12016795968248)
23964.0,0.11,36.0,250,POINT (33.47567353143282 -17.12880465644147)
23968.0,0.93,36.0,100,POINT (33.4737483921011 -17.13331972194088)
23970.0,0.90500000000000003,36.0,300,POINT (33.48067235651578 -17.12420094265203)
23972.0,0.3,36.0,NA,POINT (33.41130392917948 -17.11947262861739)
23975.0,0.36,36.0,350,POINT (33.47417469320204 -17.13460228548526)
23977.0,0.4,36.0,10,POINT (33.41377421139929 -17.12280307540759)
23980.0,0.14000000000000001,36.0,40,POINT (33.47204313239934 -17.13559254139939)
23984.0,0.27,36.0,600,POINT (33.48093245682078 -17.14126626986285)
23989.0,0.16,36.0,250,POINT (33.47226481580756 -17.13775238594637)
23996.0,0.63,36.0,NA,POINT (33.74005104787836 -16.48810638106006)
24004.0,0.14000000000000001,36.0,200,POINT (33.74743864254484 -16.4991352356053)
24007.0,0.54600000000000004,36.0,60,POINT (33.74010241295839 -16.4942258441017)
24011.0,1.0820000000000001,36.0,NA,POINT (33.75830143103069 -16.50245875007551)
24015.0,0.188,36.0,NA,POINT (33.74231179464638 -16.48884863886633)
24019.0,0.2,36.0,100,POINT (33.74602679635682 -16.49745896014364)
24024.0,2.976,36.0,250,POINT (33.74140192692182 -16.49594775785841)
24026.0,0.24,36.0,20,POINT (33.70944210875747 -16.5111092130883)
24030.0,0.14000000000000001,36.0,NA,POINT (33.74827729617901 -16.49793904369031)
24033.0,0.24,36.0,NA,POINT (33.70917234880648 -16.51421967921596)
24039.0,4.3600000000000003,36.0,300,POINT (33.74627102109286 -16.49762079687759)
24044.0,0.18,36.0,NA,POINT (33.74236550082872 -16.49310598372186)
24047.0,1.84,36.0,600,POINT (33.74126345411979 -16.49649060975225)
24052.0,1.9850000000000001,36.0,NA,POINT (33.75830231169151 -16.50268472977326)
24057.0,0.19,36.0,NA,POINT (33.42676718593268 -16.61314969440304)
24060.0,0.13,36.0,NA,POINT (33.42763953098051 -16.60910716524195)
24064.0,0.09,36.0,NA,POINT (33.42568897559793 -16.61313382620177)
24067.0,0.18,36.0,100,POINT (33.42604032521479 -16.61940664087243)
24080.0,0.54,36.0,100,POINT (33.42632785123835 -16.64346059117244)
24085.0,0.84,36.0,150,POINT (33.41152641280505 -16.64127575526232)
24089.0,0.14000000000000001,36.0,NA,POINT (33.42081906426389 -16.64567751216969)
24092.0,0.42,36.0,40,POINT (33.42524530809677 -16.61176070318202)
24095.0,0.36,36.0,180,POINT (33.42695699874901 -16.60994925841831)
24099.0,0.15,36.0,50,POINT (33.54558212280025 -16.58022088208891)
24101.0,0.4,36.0,20000,POINT (33.54129452976385 -16.57885805760693)
24104.0,0.6,36.0,3000,POINT (33.5403846760124 -15.67455691489089)
24105.0,0.36,36.0,350,POINT (33.55240580118451 -16.57680401293879)
24108.0,0.82,36.0,1350,POINT (33.5400461552271 -16.57825564737351)
24113.0,2.2000000000000002,36.0,150,POINT (33.51895922153047 -16.50955380228854)
24117.0,0.26,36.0,200,POINT (33.52113663104367 -16.50736078552664)
24121.0,0.45,36.0,50,POINT (33.54072079494913 -16.57144709108704)
24126.0,1.8,36.0,100,POINT (33.54186981406716 -16.5734056946839)
24130.0,1.86,36.0,650,POINT (33.53937696636173 -16.57357487788503)
24138.0,1.125,36.0,150,POINT (33.54172951779319 -16.57351453462879)
24143.0,1.1399999999999999,36.0,240,POINT (33.54214022327684 -16.57289877440148)
24148.0,0.6,36.0,NA,POINT (33.52125807968559 -16.50722488772035)
24154.0,0.5,36.0,125,POINT (76.8405238196878 -11.41093515186569)
24155.0,0.63,36.0,20,POINT (33.54063239855791 -16.57671739745104)
24159.0,0.84,36.0,600,POINT (33.55240580118451 -16.57680401293879)
24163.0,0.13500000000000001,36.0,400,POINT (33.4723994647463 -16.51017949576027)
24174.0,0.48,36.0,100,POINT (33.4686919172862 -16.51148052380718)
24179.0,0.18,36.0,20,POINT (33.48494953623613 -16.48886222510689)
24182.0,0.72,36.0,5,POINT (33.50254162163709 -16.48021490952462)
24187.0,0.24,36.0,NA,POINT (33.50259783487641 -16.48021477455896)
24190.0,0.33,36.0,40,POINT (33.50328057192526 -16.47975210897015)
24192.0,0.18,36.0,20,POINT (33.46966762032491 -16.51196647802919)
24198.0,NA,36.0,NA,POINT (33.47037896529739 -16.51163040839959)
24201.0,0.2,36.0,200,POINT (33.47339701327056 -16.51193998315412)
24206.0,0.46,36.0,350,POINT (33.47254453696331 -16.50818138990777)
24210.0,0.14000000000000001,36.0,NA,POINT (33.50342519155014 -16.4813337101783)
24215.0,0.22,36.0,200,POINT (33.31391597586083 -16.94558427387878)
24218.0,0.26,36.0,NA,POINT (33.3130320220811 -16.94490766924885)
24221.0,0.36,36.0,NA,POINT (33.31530064244686 -16.94802280099829)
24224.0,0.14399999999999999,36.0,NA,POINT (33.32302567831005 -16.97832908157122)
24228.0,0.36,36.0,375,POINT (33.30804924490325 -16.95330388699053)
24231.0,0.89600000000000002,36.0,1620,POINT (33.32375281802906 -16.98056971103752)
24235.0,0.54,36.0,200,POINT (33.32441932585537 -16.98031554704572)
24238.0,0.63,36.0,200,POINT (33.3217531727699 -16.97575485029826)
24240.0,1.35,36.0,1500,POINT (33.32288805386724 -16.98024566240659)
24243.0,0.32,36.0,30,POINT (33.31803940265831 -16.96815849248456)
24246.0,1,36.0,NA,POINT (33.34931728836577 -17.41920138668645)
24248.0,0.4,36.0,5000,POINT (33.34896635006678 -17.41785518499692)
24251.0,0.5,36.0,300,POINT (33.34897461553303 -17.41724955510185)
24252.0,2.2999999999999998,36.0,9000,POINT (33.34828029491246 -17.41853431230122)
24254.0,0.36,36.0,1300,POINT (33.34823362779247 -17.41875133067743)
24256.0,0.3,36.0,300,POINT (33.34807450329581 -17.41924875551016)
24257.0,0.8,36.0,900,POINT (33.34815741186039 -17.41828143391265)
24262.0,0.4,36.0,40,POINT (33.3487120254616 -17.41780139574936)
24266.0,0.2,36.0,100,POINT (33.34879444977253 -17.41658098161858)
24269.0,0.25,36.0,80,POINT (33.35008388100871 -17.4163165898226)
24273.0,0.84,36.0,5000,POINT (33.43445672586888 -11.14991981958447)
24277.0,0.56000000000000005,36.0,300,POINT (33.43717469788157 -17.47834154482475)
24280.0,1.04,36.0,600,POINT (33.43622507024245 -17.47113058350259)
24284.0,0.76,36.0,300,POINT (33.43815292454858 -17.47385609479934)
24287.0,0.76,36.0,750,POINT (33.43471212108545 -17.47256204469387)
24289.0,0.78,36.0,1000,POINT (33.43566143707454 -17.47174646507329)
24291.0,0.76,36.0,500,POINT (33.44016252909045 -17.47138403499319)
24298.0,0.48,36.0,500,POINT (33.43477238466863 -17.47017564036668)
24300.0,0.2,36.0,140,POINT (33.44007283043469 -17.47716913166172)
24304.0,0.66,36.0,600,POINT (33.44966620094681 -17.47929891852669)
24308.0,0.9,36.0,500,POINT (33.33442339260355 -17.4872997505725)
24311.0,0.7,36.0,60,POINT (33.32961334786355 -17.48383681627444)
24313.0,0.21,36.0,40,POINT (33.32616587127202 -17.48377923154535)
24317.0,0.45,36.0,500,POINT (33.32486893396531 -17.48540837490315)
24321.0,0.83,36.0,200,POINT (33.33338622665516 -17.48672299848341)
24325.0,1.3,36.0,200,POINT (33.33449549106706 -17.48551894911138)
24328.0,1.46,36.0,250,POINT (33.33353638965944 -17.48642445994)
24331.0,0.56000000000000005,36.0,270,POINT (33.33265630036374 -17.48416618839369)
24335.0,0.2,36.0,100,POINT (33.33097931890902 -17.48395205279474)
24337.0,0.25600000000000001,36.0,250,POINT (33.34908206392183 -17.42919896604718)
24339.0,2.73,36.0,7200,POINT (33.34797054125815 -17.42898397350239)
24342.0,0.52,36.0,400,POINT (33.34797115790784 -17.42930937738231)
24346.0,2.3879999999999999,36.0,2500,POINT (33.34934564870504 -17.42916234801637)
24347.0,0.15,36.0,NA,POINT (33.34575928305905 -17.43480895523577)
24350.0,0.42,36.0,1200,POINT (33.34629837633857 -17.43605540390245)
24354.0,0.76,36.0,1500,POINT (33.34751729172056 -17.43328734043066)
24357.0,0.64,36.0,250,POINT (33.34712845191851 -17.43680419784157)
24359.0,0.28000000000000003,36.0,250,POINT (33.34878515833985 -17.43152251533543)
24361.0,0.32,36.0,1080,POINT (33.30938355996588 -17.42384112186427)
24366.0,0.12,36.0,NA,POINT (33.26144289932225 -17.42117996331145)
24368.0,0.3,36.0,225,POINT (33.3125768011647 -17.424559264401)
24370.0,0.32,36.0,300,POINT (33.31198354733534 -17.42453307672145)
24372.0,0.42,36.0,200,POINT (33.26222190036643 -17.41941631679382)
24374.0,0.72,36.0,750,POINT (33.31291311308524 -17.42299497969691)
24377.0,0.42,36.0,80,POINT (33.31040809736356 -17.42277291988376)
24380.0,1.35,36.0,1000,POINT (33.31286935911422 -17.4249474848271)
24381.0,0.72,36.0,500,POINT (33.26356349403088 -17.41602488685713)
24384.0,0.96,36.0,1200,POINT (33.30740608670486 -17.42377186896289)
24387.0,0.5,36.0,250,POINT (73.70964603019222 -13.34696984756248)
24391.0,2.75,36.0,3500,POINT (33.2492056360624 -17.39589516144117)
24394.0,0.4,36.0,560,POINT (33.24631786596768 -17.39073740408354)
24399.0,0.8,36.0,600,POINT (33.24136022823912 -17.37920951889761)
24403.0,1.6,36.0,1250,POINT (33.24082831445018 -17.38278062186627)
24408.0,1.0249999999999999,36.0,500,POINT (33.24359405606702 -17.38130388820849)
24410.0,0.3,36.0,600,POINT (33.24250109873193 -17.38058208681186)
24412.0,0.5,36.0,1150,POINT (33.24904555150854 -17.39586824387356)
24415.0,1.8,36.0,2800,POINT (33.23956876673927 -17.38425551645343)
24420.0,0.86,36.0,750,POINT (33.24772732795735 -17.39573429741391)
24421.0,0.12,36.0,300,POINT (33.24737101822084 -17.38980507163138)
24422.0,0.36,36.0,250,POINT (33.39310021683253 -17.34861543718315)
24428.0,0.34499999999999997,36.0,NA,POINT (33.39526085767438 -17.35547182385235)
24430.0,0.28499999999999998,36.0,50,POINT (33.39434306839315 -17.34882992884254)
24432.0,0.18,36.0,75,POINT (33.39067669702303 -17.35087994969802)
24437.0,0.14000000000000001,36.0,280,POINT (35.89374625184041 -82.77182028611868)
24439.0,0.34,36.0,100,POINT (33.39381063281045 -17.36395331387531)
24444.0,0.38,36.0,100,POINT (33.38838549944577 -17.36237305373103)
24447.0,0.34,36.0,750,POINT (33.39466518632707 -17.36301156790653)
24451.0,0.38,36.0,50,POINT (33.39362803174293 -17.36660211383644)
24454.0,0.2,36.0,100,POINT (33.38397558260476 -17.35105562712682)
24459.0,1.17,36.0,250,POINT (33.33545460842952 -19.21559667423967)
24461.0,0.39,36.0,1000,POINT (33.33660370069298 -19.2146004584523)
24464.0,0.84,36.0,250,POINT (33.33713250292139 -19.21266549287404)
24468.0,0.17399999999999999,36.0,1000,POINT (33.33678620096191 -19.2107863596909)
24471.0,0.32,36.0,1200,POINT (33.33700610144823 -19.20665588293793)
24474.0,5.82,36.0,8000,POINT (33.34475657969677 -19.20088467501324)
24475.0,0.84,36.0,2500,POINT (33.33810872252941 -19.20622909679176)
24479.0,6.4,36.0,600,POINT (33.33317290636752 -19.21162440020231)
24482.0,0.64,36.0,1250,POINT (33.33239086865648 -19.21064978534513)
24484.0,3.48,36.0,1200,POINT (33.32867707113395 -19.2087947856863)
24487.0,0.39,36.0,NA,POINT (33.37366276970205 -19.24613211116905)
24488.0,1,36.0,90,POINT (33.38190946849434 -19.24487697907364)
24490.0,1.22,36.0,NA,POINT (33.36574007022627 -19.25625181115464)
24495.0,1.84,36.0,100,POINT (33.36886220047047 -19.248175241494)
24497.0,0.13500000000000001,36.0,200,POINT (33.38195277855932 -19.24303328188736)
24502.0,1.08,36.0,1170,POINT (33.3797061018107 -19.24253186816074)
24507.0,0.94,36.0,NA,POINT (33.37447362518699 -19.24284991610427)
24511.0,0.33,36.0,1170,POINT (33.37234072494874 -19.24637881266169)
24515.0,0.56000000000000005,36.0,90,POINT (33.37596596689007 -19.25054662829834)
24520.0,0.3,36.0,950,POINT (33.37971594749227 -19.25508463707101)
24522.0,1.22,36.0,500,POINT (33.37386384235518 -19.25508765326802)
24525.0,1.48,36.0,300,POINT (33.38565913374943 -19.24519445833112)
24529.0,0.94499999999999995,36.0,2000,POINT (33.36822000895152 -19.07900585256021)
24532.0,0.56999999999999995,36.0,200,POINT (33.37090827353992 -19.07819612989633)
24533.0,0.92900000000000005,36.0,750,POINT (33.37142895825985 -19.07724614840279)
24535.0,0.84,36.0,1600,POINT (33.36838280101844 -19.07954777497722)
24540.0,1,36.0,NA,POINT (33.36970976525743 -19.07782800125434)
24543.0,1,36.0,600,POINT (33.36891348995326 -19.07881467951496)
24544.0,1.06,36.0,2000,POINT (33.37118509892908 -19.07871974539923)
24546.0,2.12,36.0,NA,POINT (33.36998885352219 -19.07937284703667)
24549.0,0.35,36.0,250,POINT (33.37022526666373 -19.07882108741693)
24552.0,0.28000000000000003,36.0,100,POINT (33.3704538402095 -19.07901945237034)
24555.0,0.74,36.0,500,POINT (33.37514518457518 -18.96696291934157)
24556.0,1,36.0,450,POINT (33.37457507590627 -18.96689177225188)
24557.0,1,36.0,NA,POINT (33.3696913533703 -18.96636836438706)
24558.0,1.45,36.0,180,POINT (33.37239696176491 -18.96990567196494)
24559.0,1.29,36.0,NA,POINT (33.37815020582752 -18.97684389801726)
24560.0,1.74,36.0,300,POINT (33.38193653964279 -18.97506476847299)
24562.0,1.32,36.0,200,POINT (33.38231150576038 -18.9853577591545)
24565.0,2,36.0,400,POINT (33.37513708030389 -18.96758652766322)
24570.0,0.5,36.0,NA,POINT (33.37120127654877 -18.97475220497676)
24573.0,2,36.0,NA,POINT (33.38579948767465 -18.98184395808262)
24577.0,1.25,36.0,250,POINT (33.43117806194343 -18.90676844097309)
24580.0,0.96,36.0,100,POINT (33.42418673648298 -18.9283752882175)
24584.0,2.4,36.0,450,POINT (33.43627029932743 -18.90042121524842)
24587.0,0.56000000000000005,36.0,500,POINT (33.44044003567844 -18.91542277195289)
24593.0,1.89,36.0,4000,POINT (33.44100874327284 -18.91863879146267)
24596.0,1.2,36.0,750,POINT (33.43306878356342 -18.91087613727966)
24599.0,0.63,36.0,400,POINT (33.43594416349077 -18.91747586854287)
24601.0,3.17,36.0,NA,POINT (33.43627686041793 -18.91760161299753)
24604.0,0.6,36.0,NA,POINT (33.42741702567386 -18.90647889174936)
24607.0,0.22,36.0,NA,POINT (33.42686317662426 -18.9239678610995)
24611.0,1.8,36.0,1000,POINT (33.43515838329176 -18.91840858014943)
24614.0,1.92,36.0,NA,POINT (33.59109779894116 -18.80763959441167)
24615.0,0.84,36.0,300,POINT (33.58452593500484 -18.81997839654963)
24616.0,3.1,36.0,900,POINT (33.54942589918286 -18.83932597985008)
24617.0,4.9000000000000004,36.0,NA,POINT (33.58970845118337 -18.81199102221122)
24621.0,1.9,36.0,NA,POINT (33.58983213731958 -18.81208100610107)
24624.0,2.48,36.0,NA,POINT (33.57696757414232 -18.8188632072421)
24628.0,1.52,36.0,NA,POINT (33.58174510405284 -18.82271641251583)
24631.0,3.1,36.0,NA,POINT (33.58998760767066 -18.81039954191638)
24633.0,2.4,36.0,1000,POINT (33.59510748626155 -18.8063435277157)
24635.0,2.8,36.0,450,POINT (33.5848280607317 -18.81677817902159)
24637.0,1.6,36.0,NA,POINT (33.550669147882 -18.83344792707568)
24639.0,1.42,36.0,100,POINT (33.4836995705319 -19.2606863027273)
24644.0,0.44,36.0,NA,POINT (33.49210954037346 -19.26000415371278)
24646.0,5.48,36.0,150,POINT (33.49385959428508 -19.25971928436097)
24648.0,1.26,36.0,NA,POINT (33.49170193402446 -19.25733928489365)
24651.0,1.03,36.0,37.5,POINT (33.49302764973459 -19.25835691651567)
24655.0,0.5,36.0,37.5,POINT (33.48368266197757 -19.25816497490255)
24658.0,1.0900000000000001,36.0,50,POINT (33.48489051663183 -19.25470957441719)
24660.0,1.02,36.0,120,POINT (33.4800242143759 -19.25337586742805)
24662.0,1.97,36.0,200,POINT (33.48060342907225 -19.24968717383018)
24666.0,7.26,36.0,300,POINT (33.48321562856462 -19.25790413111779)
24671.0,0.65,36.0,20,POINT (33.4851595824982 -19.25236823095348)
24675.0,0.6,36.0,40,POINT (33.48655095034923 -19.24986123644776)
24681.0,0.99,36.0,NA,POINT (33.48763511612287 -19.24966856949327)
24683.0,0.98,36.0,100,POINT (33.46572348614104 -19.25034921920056)
24686.0,0.35,36.0,60,POINT (33.48054504898683 -19.24924450482021)
24689.0,0.96,36.0,20,POINT (33.49561136793934 -19.27267383078525)
24692.0,4.7300000000000004,36.0,480,POINT (33.49374042287504 -19.25169459865477)
24698.0,0.48,36.0,NA,POINT (33.49046353593619 -19.24727519407124)
24701.0,0.74,36.0,300,POINT (33.49062388190178 -19.26919894207369)
24705.0,2.516,36.0,100,POINT (33.49335023560194 -19.27076407054061)
24708.0,1.08,36.0,50,POINT (33.4836453147886 -19.25840907748467)
24710.0,1.08,36.0,75,POINT (33.49230318596033 -19.26749544170697)
24714.0,0.8,36.0,100,POINT (33.49247766178058 -19.26856135668818)
24719.0,0.3,36.0,40,POINT (33.49323146160555 -19.25332266279592)
24722.0,1.1599999999999999,36.0,300,POINT (33.48787341706861 -19.25302976562498)
24724.0,1.32,36.0,30,POINT (33.4907329086295 -19.26426435847491)
24725.0,0.18,36.0,NA,POINT (33.44988553298214 -19.24170407327086)
24728.0,0.36,36.0,NA,POINT (33.45218256575102 -19.2431534065709)
24732.0,1.61,36.0,NA,POINT (33.45928601343782 -19.23823754570747)
24733.0,0.48,36.0,NA,POINT (33.45232797013561 -19.24065877275196)
24735.0,0.54,36.0,NA,POINT (33.46896309333628 -19.24185500839804)
24737.0,1.38,36.0,400,POINT (33.46600049717226 -19.24735719867444)
24738.0,1.71,36.0,140,POINT (33.47511604080133 -19.24408036693356)
24739.0,1.8,36.0,NA,POINT (33.4660610316204 -19.2384644279952)
24740.0,0.87,36.0,250,POINT (33.46229548050859 -19.24265820768708)
24741.0,0.48,36.0,100,POINT (33.46089865158702 -19.24332144721636)
24743.0,1.44,36.0,100,POINT (33.46546938577375 -19.24122228400497)
24746.0,1.1200000000000001,36.0,100,POINT (33.58887130435857 -19.19485903295898)
24749.0,0.27,36.0,10,POINT (33.58589309939215 -19.19727244466723)
24750.0,0.78,36.0,10,POINT (33.58749502188986 -19.19836984833575)
24753.0,0.44,36.0,40,POINT (33.58595862753138 -19.19697401036361)
24760.0,0.94,36.0,2500,POINT (33.58886481186503 -19.1930335557435)
24765.0,0.46,36.0,700,POINT (33.58717553392459 -19.19143036313843)
24769.0,0.46500000000000002,36.0,80,POINT (33.58550224245582 -19.20240677574052)
24771.0,0.38,36.0,150,POINT (33.58748436952207 -19.20072856958444)
24772.0,0.33,36.0,240,POINT (33.58316103694796 -19.20747502164642)
24775.0,1.02,36.0,250,POINT (33.58388693385081 -19.20561106566943)
24782.0,0.52,36.0,20,POINT (33.58359200277381 -19.20829602736448)
24784.0,0.52500000000000002,36.0,60,POINT (33.584949285657 -19.20205609311829)
24785.0,0.4,36.0,NA,POINT (33.58426209774876 -19.20948679135416)
24789.0,0.76,36.0,1500,POINT (33.58848828963204 -19.20752125691613)
24794.0,2.3069999999999999,36.0,600,POINT (33.58742678337427 -19.20058416024153)
24796.0,0.39,36.0,100,POINT (33.49705147944702 -19.51213321048414)
24799.0,2.2999999999999998,36.0,500,POINT (33.49320781168399 -19.51432162756074)
24800.0,1,36.0,50,POINT (33.50000311649955 -19.51122138535697)
24801.0,1,36.0,1800,POINT (33.49604698027384 -19.52026015105628)
24804.0,0.38400000000000001,36.0,270,POINT (33.4972302943905 -19.51762716128572)
24806.0,0.68,36.0,2250,POINT (33.50019686553883 -19.51534168068973)
24807.0,0.36,36.0,1080,POINT (33.49824639593866 -19.51642245613705)
24810.0,0.64,36.0,900,POINT (33.49631325207819 -19.52318737793004)
24813.0,0.22,36.0,150,POINT (33.49484900859981 -19.52122134538826)
24815.0,0.22,36.0,300,POINT (33.49596517248531 -19.52156169002793)
24817.0,2.5,36.0,150,POINT (33.47810700710279 -19.32391588037366)
24818.0,0.56000000000000005,36.0,100,POINT (33.47954845103606 -19.33181053431259)
24820.0,0.88,36.0,80,POINT (33.47544166311835 -19.33053801940415)
24822.0,1.21,36.0,400,POINT (33.46580578358599 -19.32320666725734)
24824.0,2.88,36.0,200,POINT (33.47863195217107 -19.32765587024845)
24827.0,3.48,36.0,250,POINT (36.57977004630809 -82.96233406592036)
24833.0,1.65,36.0,150,POINT (33.4704630555639 -19.33396696467737)
24835.0,1.17,36.0,NA,POINT (33.46486145902522 -19.33599661264678)
24836.0,4.4000000000000004,36.0,NA,POINT (33.46642227018043 -19.3190480097823)
24840.0,4.28,36.0,NA,POINT (33.46549008224906 -19.31929439353864)
24845.0,1.98,36.0,NA,POINT (33.46980302060801 -19.3328661382404)
24848.0,1.6,36.0,400,POINT (33.4650969873982 -19.32839578955375)
24849.0,1,36.0,NA,POINT (33.46732309543018 -19.32451316992322)
24850.0,1.2,36.0,NA,POINT (33.47334881762286 -19.32115389371453)
24852.0,2,36.0,750,POINT (33.46580578358599 -19.32320666725734)
24855.0,1.5,36.0,NA,POINT (33.46102398284727 -19.33231017322192)
