 Pixel        State             lon          lat     Crop    Fraction
15936       Lalaua             38.10190  -14.40723  Maize    0.11611446
15937       Lalaua             38.09259  -14.41624  Maize    0.75008351
15938       Lalaua             37.99052  -14.42486  Maize    0.11144159
15939       Lalaua             37.99979  -14.42490  Maize    0.81145836
15940       Lalaua             38.05545  -14.42513  Maize    0.97030838
15941       Lalaua             38.42651  -14.42633  Maize    0.39300478
15942       Lalaua             38.08324  -14.43428  Maize    0.51293106
15943       Lalaua             38.44504  -14.43541  Maize    0.53445654
15944       Lalaua             37.94405  -14.44274  Maize    0.03470462
15945       Lalaua             38.02754  -14.44310  Maize    0.00002165
15946       Lalaua             38.03682  -14.44314  Maize    0.00000009
15947       Lalaua             38.12959  -14.44350  Maize    0.58866380
15948       Lalaua             38.43574  -14.44443  Maize    0.83927461
15949       Lalaua             38.02750  -14.45214  Maize    0.00000000
15950       Lalaua             38.03678  -14.45218  Maize    0.00000000
15951       Lalaua             38.04606  -14.45222  Maize    0.00000000
15952       Lalaua             38.40789  -14.45340  Maize    0.93152514
15953       Lalaua             38.42644  -14.45345  Maize    0.90296201
15954       Lalaua             37.90686  -14.46065  Maize    0.97252903
15955       Lalaua             37.92541  -14.46074  Maize    0.69791433
15956       Lalaua             38.37075  -14.46235  Maize    0.12083119
15957       Lalaua             38.40786  -14.46244  Maize    0.66791767
15958       Lalaua             38.25938  -14.47107  Maize    0.00000020
15959       Lalaua             38.35217  -14.47134  Maize    0.92119141
15960       Lalaua             37.98100  -14.47906  Maize    0.00000000
15961       Lalaua             38.24079  -14.48005  Maize    0.03470712
15962       Lalaua             38.25007  -14.48008  Maize    0.18627326
15963       Lalaua             38.25935  -14.48011  Maize    0.29710571
15964       Lalaua             38.34286  -14.48035  Maize    0.04838689
15965       Lalaua             38.37070  -14.48043  Maize    0.26723570
15966       Lalaua             37.97168  -14.48806  Maize    0.00000911
15967       Lalaua             38.13869  -14.48874  Maize    0.00000000
15968       Lalaua             38.25004  -14.48912  Maize    0.00000460
15969       Lalaua             38.34283  -14.48940  Maize    0.10215636
15970       Lalaua             38.36139  -14.48945  Maize    0.22372935
15971       Lalaua             38.37067  -14.48947  Maize    0.08948484
15972       Lalaua             38.07370  -14.49753  Maize    0.02055171
15973       Lalaua             38.35209  -14.49846  Maize    0.59833728
15974       Lalaua             38.29638  -14.50734  Maize    0.53483932
15975       Lalaua             38.23139  -14.51618  Maize    0.11935015
15976       Lalaua             38.37060  -14.51659  Maize    0.73690821
15977       Lalaua             38.02715  -14.53350  Maize    0.23454328
15978       Lalaua             38.03643  -14.53354  Maize    0.01485165
15979       Lalaua             37.90646  -14.54201  Maize    0.11339895
15980       Lalaua             38.02711  -14.54254  Maize    0.87638818
15981       Lalaua             38.06423  -14.54269  Maize    0.00000051
15982       Lalaua             38.39836  -14.54379  Maize    0.86617107
15983       Lalaua             38.43547  -14.55292  Maize    0.14675380
15984       Lalaua             38.04559  -14.56070  Maize    0.00000000
15985       Lalaua             38.38903  -14.56185  Maize    0.46736774
15986       Lalaua             37.89705  -14.56909  Maize    0.38677616
15987       Lalaua             38.00843  -14.56959  Maize    0.85017163
15988       Lalaua             38.02699  -14.56966  Maize    0.02369155
15989       Lalaua             38.24977  -14.57049  Maize    0.09076592
15990       Moatize            33.80955  -16.41497  Maize    0.82480847
15991       Moatize            33.81863  -16.42420  Maize    1.15964472
15992       Moatize            33.82748  -16.44244  Maize    1.15964472
15993       Moatize            33.92055  -16.45373  Maize    0.06260262
15994       Moatize            33.85500  -16.46114  Maize    0.00003353
15995       Moatize            33.88299  -16.46183  Maize    0.02071679
15996       Moatize            33.88180  -16.50684  Maize    1.08663498
15997       Moatize            34.31907  -15.38127  Maize    0.00000000
15998       Moatize            34.32835  -15.38147  Maize    0.00000000
15999       Moatize            34.33764  -15.38166  Maize    0.00000000
16000       Moatize            34.34693  -15.38186  Maize    0.70493096
16001       Moatize            34.35622  -15.38205  Maize    0.11509152
16002       Moatize            34.36551  -15.38225  Maize    0.00732638
16003       Moatize            34.37479  -15.38244  Maize    1.15755478
16004       Moatize            34.31887  -15.39028  Maize    0.00000000
16005       Moatize            34.33744  -15.39067  Maize    0.00000000
16006       Moatize            34.34673  -15.39087  Maize    0.04792422
16007       Moatize            34.35602  -15.39106  Maize    1.14506962
16008       Moatize            34.36531  -15.39126  Maize    0.02267788
16009       Moatize            34.28151  -15.39851  Maize    1.12018799
16010       Moatize            34.32795  -15.39949  Maize    0.00000646
16011       Moatize            34.33724  -15.39968  Maize    0.00000001
16012       Moatize            34.34653  -15.39988  Maize    0.00040306
16013       Moatize            34.35582  -15.40007  Maize    1.15919108
16014       Moatize            34.38368  -15.40065  Maize    0.27238651
16015       Moatize            34.24416  -15.40672  Maize    0.16713159
16016       Moatize            34.31846  -15.40830  Maize    0.54104534
16017       Moatize            34.33704  -15.40869  Maize    0.00000000
16018       Moatize            34.35562  -15.40908  Maize    0.94792589
16019       Moatize            34.38348  -15.40967  Maize    0.81037913
16020       Moatize            34.30897  -15.41712  Maize    0.55895404
16021       Moatize            34.31826  -15.41731  Maize    0.01534121
16022       Moatize            34.32755  -15.41751  Maize    0.00000000
16023       Moatize            34.33684  -15.41771  Maize    0.00000000
16024       Moatize            34.34613  -15.41790  Maize    0.00008651
16025       Moatize            34.35542  -15.41810  Maize    0.80611514
16026       Moatize            34.36471  -15.41829  Maize    1.14198177
16027       Moatize            34.41115  -15.41926  Maize    0.00011539
16028       Moatize            34.25304  -15.42494  Maize    0.29078576
16029       Moatize            34.29019  -15.42573  Maize    1.12721411
16030       Moatize            34.31806  -15.42632  Maize    0.00002087
16031       Moatize            34.32735  -15.42652  Maize    0.00000153
16032       Moatize            34.33664  -15.42672  Maize    0.00000000
16033       Moatize            34.34593  -15.42691  Maize    0.00005400
16034       Moatize            34.35522  -15.42711  Maize    1.05528613
16035       Moatize            34.42025  -15.42846  Maize    0.01780938
16036       Moatize            34.21568  -15.43315  Maize    0.02471749
16037       Moatize            34.22497  -15.43335  Maize    1.14063351
16038       Moatize            34.28999  -15.43474  Maize    0.54156069
16039       Moatize            34.30857  -15.43514  Maize    0.00000006
16040       Moatize            34.31786  -15.43533  Maize    0.00000000
16041       Moatize            34.32714  -15.43553  Maize    0.00000002
16042       Moatize            34.36430  -15.43631  Maize    1.10655650
16043       Moatize            34.39218  -15.43689  Maize    0.70208831
16044       Moatize            34.41076  -15.43728  Maize    0.00000003
16045       Moatize            34.30836  -15.44415  Maize    0.00000044
16046       Moatize            34.31765  -15.44435  Maize    0.28932141
16047       Moatize            34.32694  -15.44454  Maize    0.14164346
16048       Moatize            34.33623  -15.44474  Maize    0.74928982
16049       Moatize            34.35481  -15.44513  Maize    0.40945849
16050       Moatize            34.36410  -15.44532  Maize    1.06482513
16051       Moatize            34.38269  -15.44571  Maize    1.02506869
16052       Moatize            34.39198  -15.44591  Maize    0.02072136
16053       Moatize            34.40127  -15.44610  Maize    0.00001644
16054       Moatize            34.41056  -15.44629  Maize    0.00000000
16055       Moatize            34.41985  -15.44648  Maize    0.00036446
16056       Moatize            34.42914  -15.44668  Maize    0.00068579
16057       Moatize            34.31745  -15.45336  Maize    0.04044643
16058       Moatize            34.32674  -15.45355  Maize    0.88530900
16059       Moatize            34.33603  -15.45375  Maize    0.21394252
16060       Moatize            34.34532  -15.45394  Maize    0.00051432
16061       Moatize            34.35461  -15.45414  Maize    0.00021020
16062       Moatize            34.36390  -15.45433  Maize    1.06856508
16063       Moatize            34.37319  -15.45453  Maize    0.08272529
16064       Moatize            34.38249  -15.45472  Maize    0.80083323
16065       Moatize            34.43824  -15.45588  Maize    0.00000000
16066       Moatize            34.27080  -15.46138  Maize    0.23699958
16067       Moatize            34.30796  -15.46217  Maize    0.00000006
16068       Moatize            34.35441  -15.46315  Maize    0.00002847
16069       Moatize            34.36370  -15.46335  Maize    0.00011524
16070       Moatize            34.37299  -15.46354  Maize    0.15171746
16071       Moatize            34.39158  -15.46393  Maize    0.13371272
16072       Moatize            34.40087  -15.46412  Maize    0.00000002
16073       Moatize            34.41016  -15.46431  Maize    0.00000000
16074       Moatize            34.23343  -15.46959  Maize    0.03452372
16075       Moatize            34.32634  -15.47157  Maize    0.07626601
16076       Moatize            34.37279  -15.47255  Maize    0.04921476
16077       Moatize            34.39138  -15.47294  Maize    0.05304186
16078       Moatize            34.27968  -15.47960  Maize    0.00015730
16079       Moatize            34.29826  -15.47999  Maize    0.14742378
16080       Moatize            34.30755  -15.48019  Maize    0.02368409
16081       Moatize            34.31684  -15.48039  Maize    0.00168717
16082       Moatize            34.32613  -15.48058  Maize    0.83096378
16083       Moatize            34.38188  -15.48176  Maize    0.00211514
16084       Moatize            34.39118  -15.48195  Maize    0.00156752
16085       Moatize            34.40047  -15.48214  Maize    0.12298675
16086       Moatize            34.40976  -15.48234  Maize    0.00007541
16087       Moatize            34.28876  -15.48880  Maize    0.00449174
16088       Moatize            34.31664  -15.48940  Maize    0.93713652
16089       Moatize            34.34451  -15.48999  Maize    0.02780180
16090       Moatize            34.37239  -15.49057  Maize    0.00061015
16091       Moatize            34.38168  -15.49077  Maize    0.00140984
16092       Moatize            34.39098  -15.49096  Maize    0.00000059
16093       Moatize            34.40956  -15.49135  Maize    0.01221908
16094       Moatize            34.29785  -15.49801  Maize    0.39830444
16095       Moatize            34.32573  -15.49861  Maize    0.02988744
16096       Moatize            34.33502  -15.49880  Maize    0.84545123
16097       Moatize            34.38148  -15.49978  Maize    0.90293766
16098       Moatize            34.39078  -15.49997  Maize    0.00000000
16099       Moatize            34.40936  -15.50036  Maize    0.00075970
16100       Moatize            34.26977  -15.50643  Maize    0.00000000
16101       Moatize            34.29765  -15.50702  Maize    0.30887159
