"CONTINENT_CODE","CONTINENT_NAME","COUNTRY_CODE","COUNTRY_NAME","AREA_CODE","AREA_NAME","ADMIN_LEVEL","ITEM_CODE","ITEM_NAME","YEAR","AEREA_HARVESTED","YIELD","PRODUCTION"
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1994","2525.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1995","3658.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1996","1051.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1997","7881.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1998","6058.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","1999","930.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","2000","0.0","","19462.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002007","Mabalane","2","56","Maize","Most recent","0.0","","19462.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1993","10524.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1994","7923.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1995","8542.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1996","8901.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1997","9132.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1998","12101.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","1999","9264.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","125","Cassava","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1994","3169.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1995","3417.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1996","3560.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1997","3653.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1998","4840.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","1999","3705.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","176","Beans, Dry","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1994","1268.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1995","342.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1996","356.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1997","329.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1998","1452.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","1999","1112.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","27","Rice, Paddy","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1994","9825.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1995","11617.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002008","Mandlakazi","2","56","Maize","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1993","17.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1994","27.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1995","33.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1996","35.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1997","70.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1998","23.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","1999","18.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","125","Cassava","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1994","451.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1995","555.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1996","599.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1997","1182.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1998","394.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","1999","299.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","176","Beans, Dry","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1994","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1995","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","27","Rice, Paddy","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1994","849.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1995","1045.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1996","19983.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1997","754.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1998","1145.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","1999","16676.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","2000","1208.0","","1094.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002009","Massangena","2","56","Maize","Most recent","1208.0","","1094.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1993","75.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1994","86.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1995","106.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1996","107.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1997","175.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1998","115.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","1999","85.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","125","Cassava","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1994","470.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1995","581.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1996","590.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1997","963.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1998","633.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","1999","469.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","176","Beans, Dry","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1994","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1995","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","27","Rice, Paddy","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1994","2139.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1995","2642.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002010","Massingir","2","56","Maize","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1993","2445.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1994","2633.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1995","2870.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1996","2718.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1997","1679.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1998","6301.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","1999","4605.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","125","Cassava","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1994","3072.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1995","3349.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1996","3459.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1997","2137.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1998","8020.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","1999","5861.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","176","Beans, Dry","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1994","1097.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1995","478.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1996","494.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1997","275.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","27","Rice, Paddy","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1994","11410.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1995","13155.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1996","13589.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1997","8395.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1998","31507.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","1999","23027.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ002011","Xai-Xai","2","56","Maize","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1993","3316.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1994","943.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1995","1032.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1996","1147.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1997","3043.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1998","2263.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","1999","559.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","2000","1145.0","","5459.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","125","Cassava","Most recent","1145.0","","5459.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1994","2829.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1995","3096.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1996","3440.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1997","1080.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1998","803.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","1999","1676.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","2000","406.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","176","Beans, Dry","Most recent","406.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1994","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1995","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1997","442.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1998","365.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","2000","0.0","","93.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","27","Rice, Paddy","Most recent","0.0","","93.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1994","5500.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1995","6019.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1996","6689.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1997","2061.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1998","1533.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","1999","3259.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","2000","776.0","","453.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003001","Funhalouro","2","56","Maize","Most recent","776.0","","453.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1993","788.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1994","569.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1995","663.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1996","636.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1997","1064.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1998","681.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","1999","179.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","2000","533.0","","2250.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","125","Cassava","Most recent","533.0","","2250.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1994","1137.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1995","1326.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1996","1272.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1997","3191.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1998","2043.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","1999","358.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","2000","1600.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","176","Beans, Dry","Most recent","1600.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1994","107.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1995","124.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1996","127.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","1999","45.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","2000","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","27","Rice, Paddy","Most recent","0.0","","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1994","3128.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1995","3648.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1996","3497.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1997","6204.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1998","3972.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","1999","984.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","2000","3110.0","","2678.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003002","Govuro","2","56","Maize","Most recent","3110.0","","2678.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1993","486.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1994","5285.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1995","5680.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1996","5980.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1997","660.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1998","215.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","1999","5841.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","2000","201.0","","166.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","125","Cassava","Most recent","201.0","","166.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1994","6218.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1995","6682.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1996","7036.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1997","1321.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1998","429.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","1999","6871.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","2000","402.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","176","Beans, Dry","Most recent","402.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1994","466.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1995","501.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1996","563.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1997","149.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1998","54.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","1999","344.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","2000","0.0","","2922.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","27","Rice, Paddy","Most recent","0.0","","2922.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1994","10882.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1995","11693.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1996","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1997","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1998","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","1999","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","2000","1105.0","","13327.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003003","Homoine","2","56","Maize","Most recent","1105.0","","13327.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1993","5073.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1994","8955.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1995","9642.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1996","10085.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1997","6032.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1998","7043.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","1999","8127.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","2000","5858.0","","28073.0"
"AFR","All African countries","MOZ","Mozambique","MOZ003004","Inharrime","2","125","Cassava","Most recent","5858.0","","28073.0"
